Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
21684,346,Bike,3,Business,18,5,4:30:58 PM,18,5,4:31:59 PM,18,5,4:33:42 PM,18,5,4:44:07 PM,18,5,4:47:06 PM,1,25.3,,-1.28878,36.8168312,-1.279395,36.825364,237,179
1375,867,Bike,3,Business,18,4,11:05:11 AM,18,4,11:05:41 AM,18,4,11:05:56 AM,18,4,11:56:05 AM,18,4,12:28:06 PM,10,,,-1.2996533,36.8292629,-1.2991441,36.7528804,855,1921
9228,1363,Bike,3,Business,1,5,9:27:46 AM,1,5,9:28:03 AM,1,5,9:31:24 AM,1,5,9:35:21 AM,1,5,10:01:19 AM,7,,,-1.3004062,36.829741,-1.2546732,36.8086796,206,1558
19608,2495,Bike,1,Personal,25,3,5:26:25 PM,25,3,5:27:02 PM,25,3,5:33:04 PM,25,3,5:47:36 PM,25,3,6:00:12 PM,4,17.7,,-1.266294,36.8057971,-1.2655306,36.828148,648,756
1024,186,Bike,3,Business,3,1,12:30:35 PM,3,1,12:32:05 PM,3,1,12:36:48 PM,3,1,12:51:45 PM,3,1,1:21:35 PM,20,21.5,,-1.2571472,36.7950633,-1.3700383,36.9190174,168,1790
5243,2601,Bike,3,Personal,31,5,12:22:27 PM,31,5,12:28:50 PM,31,5,12:53:22 PM,31,5,1:08:00 PM,31,5,1:32:09 PM,2,21.6,,-1.3014461,36.7661381,-1.2963097,36.7688221,255,1449
18152,1341,Bike,3,Business,15,3,9:51:50 AM,15,3,9:52:42 AM,15,3,10:05:53 AM,15,3,10:45:44 AM,15,3,10:58:11 AM,10,17.9,,-1.3393547,36.8910035,-1.3313643,36.8577422,116,747
12764,3147,Bike,3,Business,29,1,2:22:49 PM,29,1,2:23:12 PM,29,1,2:24:55 PM,29,1,2:32:41 PM,29,1,2:58:56 PM,17,,,-1.2551895,36.7822034,-1.3472066,36.7692638,695,1575
11704,408,Bike,1,Personal,16,2,10:00:57 AM,16,2,10:05:49 AM,16,2,10:21:23 AM,16,2,11:01:13 AM,16,2,11:11:15 AM,4,23.6,,-1.2791714,36.8255997,-1.2736095,36.8011282,208,602
5003,3148,Bike,2,Personal,19,3,2:33:33 PM,19,3,2:33:37 PM,19,3,2:48:31 PM,19,3,2:52:12 PM,19,3,3:14:05 PM,5,25.7,,-1.2788027,36.7939088,-1.2868973,36.8232984,785,1313
2421,2330,Bike,3,Business,31,4,11:39:57 AM,31,4,11:41:09 AM,31,4,11:58:06 AM,31,4,12:03:14 PM,31,4,12:19:11 PM,8,26.3,,-1.2324923,36.8363775,-1.2524916,36.8656196,377,957
5983,496,Bike,3,Business,14,4,4:54:21 PM,14,4,4:56:18 PM,14,4,5:06:27 PM,14,4,5:34:35 PM,14,4,5:53:19 PM,6,25.9,,-1.2551895,36.7822034,-1.280753,36.8191175,281,1124
6992,1075,Bike,3,Business,13,3,12:17:53 PM,13,3,12:18:56 PM,13,3,12:43:23 PM,13,3,1:29:07 PM,13,3,1:36:40 PM,19,24.6,,-1.2527958,36.8003131,-1.2422942,36.6669445,805,453
509,2789,Bike,3,Business,8,1,11:52:39 AM,8,1,11:52:55 AM,8,1,12:05:11 PM,8,1,12:10:38 PM,8,1,12:39:10 PM,7,27.9,,-1.304735,36.7846054,-1.265432,36.795034,166,1712
16450,2330,Bike,3,Business,16,3,10:26:54 AM,16,3,10:27:25 AM,16,3,10:32:39 AM,16,3,10:39:50 AM,16,3,10:51:56 AM,6,22.7,,-1.3015197,36.7658456,-1.2915247,36.8055757,246,726
21635,968,Bike,2,Personal,26,2,3:43:02 PM,26,2,3:43:38 PM,26,2,4:05:52 PM,26,2,4:20:09 PM,26,2,4:29:30 PM,3,,,-1.2584143,36.8048002,-1.2615888,36.7928732,840,561
24804,1880,Bike,3,Business,30,4,11:51:03 AM,30,4,11:52:05 AM,30,4,12:02:13 PM,30,4,12:07:08 PM,30,4,12:34:31 PM,13,,,-1.2571472,36.7950633,-1.302453,36.8668919,96,1643
2839,2763,Bike,3,Business,7,4,12:06:46 PM,7,4,12:07:13 PM,7,4,12:21:18 PM,7,4,12:22:50 PM,7,4,12:31:15 PM,5,24.2,,-1.2551895,36.7822034,-1.2711982,36.8240199,383,505
3770,640,Bike,3,Business,2,5,3:05:53 PM,2,5,3:07:01 PM,2,5,3:08:59 PM,2,5,3:41:14 PM,2,5,3:48:02 PM,3,25.2,,-1.3016431,36.7620068,-1.304033,36.7848695,568,408
23021,867,Bike,3,Business,28,2,2:18:03 PM,28,2,2:18:11 PM,28,2,2:18:22 PM,28,2,2:20:52 PM,28,2,3:04:41 PM,14,19.5,,-1.306378,36.7519845,-1.3177547,36.8303703,748,2629
12700,59,Bike,3,Business,23,2,2:34:06 PM,23,2,2:34:43 PM,23,2,2:48:51 PM,23,2,2:58:36 PM,23,2,3:28:38 PM,18,19.0,,-1.290894,36.822971,-1.1933233,36.9354943,148,1802
25205,2057,Bike,2,Personal,3,2,9:47:33 AM,3,2,9:49:32 AM,3,2,10:08:12 AM,3,2,10:17:15 AM,3,2,11:31:34 AM,9,15.5,2.1,-1.2630521,36.8068019,-1.2976368,36.7519827,379,4459
6219,1741,Bike,1,Personal,11,6,4:06:28 PM,11,6,4:06:37 PM,11,6,4:18:13 PM,11,6,4:58:53 PM,11,6,5:38:53 PM,10,20.9,,-1.297694,36.749788,-1.2864396,36.8307935,105,2400
20380,868,Bike,3,Business,2,2,11:41:20 AM,2,2,11:45:14 AM,2,2,11:53:34 AM,2,2,12:22:31 PM,2,2,1:04:22 PM,9,26.3,,-1.331619,36.847976,-1.265715,36.823815,233,2511
5475,2154,Bike,3,Business,26,2,11:30:30 AM,26,2,11:31:31 AM,26,2,11:50:03 AM,26,2,12:00:34 PM,26,2,12:12:30 PM,5,27.5,,-1.290894,36.822971,-1.2765736,36.8513646,293,716
16045,788,Bike,3,Business,11,2,12:01:22 PM,11,2,1:25:17 PM,11,2,1:26:14 PM,11,2,1:44:35 PM,11,2,2:07:49 PM,8,22.1,,-1.225322,36.80855,-1.259697,36.800802,596,1394
8488,2154,Bike,3,Business,26,6,12:56:54 PM,26,6,12:59:45 PM,26,6,1:07:43 PM,26,6,1:17:06 PM,26,6,1:31:18 PM,6,25.9,,-1.2765736,36.8513646,-1.2878913,36.8089253,510,852
5262,3404,Bike,3,Business,7,4,12:23:09 PM,7,4,12:24:18 PM,7,4,12:32:14 PM,7,4,12:37:52 PM,7,4,1:31:20 PM,5,24.3,,-1.2584143,36.8048002,-1.279395,36.825364,727,3208
15736,3147,Bike,3,Business,25,1,1:27:29 PM,25,1,1:27:39 PM,25,1,1:33:24 PM,25,1,1:48:04 PM,25,1,2:21:27 PM,17,27.9,,-1.2551895,36.7822034,-1.3472066,36.7692638,854,2003
13940,1976,Bike,3,Business,18,3,9:31:13 AM,18,3,9:32:10 AM,18,3,9:48:03 AM,18,3,9:51:53 AM,18,3,10:30:09 AM,10,14.8,,-1.257028,36.7810435,-1.2812601,36.7340272,234,2296
27532,517,Bike,3,Business,5,3,9:32:15 AM,5,3,9:38:52 AM,5,3,9:55:30 AM,5,3,10:49:05 AM,5,3,11:20:00 AM,14,22.5,,-1.3177547,36.8303703,-1.306378,36.7519845,188,1855
5398,2779,Bike,1,Personal,11,3,5:21:19 PM,11,3,6:26:04 PM,11,3,6:30:04 PM,11,3,6:38:11 PM,11,3,7:15:03 PM,10,19.8,,-1.3198867,36.798424,-1.276245,36.8363293,103,2212
17434,733,Bike,3,Business,21,5,10:47:38 AM,21,5,10:48:09 AM,21,5,10:48:15 AM,21,5,10:54:15 AM,21,5,11:19:11 AM,16,22.8,,-1.2551895,36.7822034,-1.324282,36.86625,41,1496
12659,3354,Bike,3,Business,3,3,11:07:01 AM,3,3,11:12:26 AM,3,3,11:19:39 AM,3,3,11:22:53 AM,3,3,11:39:08 AM,12,24.1,,-1.3700383,36.9190174,-1.3234709,36.8493194,890,975
11201,265,Bike,3,Business,29,1,1:13:58 PM,29,1,1:26:05 PM,29,1,1:50:53 PM,29,1,2:02:38 PM,29,1,2:22:39 PM,7,,,-1.300921,36.828195,-1.2817426,36.7846148,787,1201
930,2382,Bike,1,Personal,21,4,12:47:25 PM,21,4,12:56:55 PM,21,4,1:30:04 PM,21,4,1:33:09 PM,21,4,1:48:04 PM,8,22.5,,-1.3188148,36.8092478,-1.2736095,36.8011282,312,895
25381,517,Bike,3,Business,3,4,8:15:04 AM,3,4,8:15:26 AM,3,4,8:17:58 AM,3,4,8:25:34 AM,3,4,8:50:49 AM,14,20.2,,-1.3167113,36.8301563,-1.306378,36.7519845,523,1515
12609,2546,Bike,1,Personal,18,6,10:37:04 AM,18,6,10:37:20 AM,18,6,10:43:18 AM,18,6,10:47:31 AM,18,6,11:02:52 AM,12,19.0,,-1.2840605,36.8191699,-1.3343129,36.8637112,414,921
7146,1927,Bike,3,Business,3,3,11:33:01 AM,3,3,11:33:43 AM,3,3,11:39:01 AM,3,3,11:50:17 AM,3,3,12:17:39 PM,16,27.2,,-1.2620912,36.8013562,-1.3472066,36.7692638,937,1642
13494,3718,Bike,3,Business,19,3,11:48:29 AM,19,3,11:54:56 AM,19,3,12:01:01 PM,19,3,12:05:51 PM,19,3,12:29:16 PM,5,22.0,,-1.2650027,36.8126242,-1.2906618,36.8131222,206,1405
518,3201,Bike,3,Business,31,4,1:27:11 PM,31,4,1:28:12 PM,31,4,1:46:07 PM,31,4,1:55:26 PM,31,4,2:15:32 PM,3,28.9,,-1.2584143,36.8048002,-1.2551895,36.7822034,467,1206
6726,2521,Bike,3,Business,30,6,8:47:49 AM,30,6,8:48:00 AM,30,6,8:54:24 AM,30,6,9:01:59 AM,30,6,9:09:51 AM,4,,,-1.3167113,36.8301563,-1.3004062,36.829741,15,472
8014,1246,Bike,3,Business,4,1,3:35:42 PM,4,1,3:52:25 PM,4,1,4:08:00 PM,4,1,4:13:05 PM,4,1,4:54:43 PM,22,,,-1.3700383,36.9190174,-1.2591485,36.7891335,883,2498
14963,2200,Bike,3,Business,1,4,10:09:23 AM,1,4,10:09:31 AM,1,4,10:12:59 AM,1,4,10:15:00 AM,1,4,10:49:33 AM,4,,,-1.2765736,36.8513646,-1.290894,36.822971,171,2073
23508,3064,Bike,3,Business,12,3,3:30:23 PM,12,3,3:34:36 PM,12,3,3:41:53 PM,12,3,3:46:17 PM,12,3,3:54:02 PM,3,20.9,,-1.2622145,36.8087391,-1.2571472,36.7950633,205,465
13843,633,Bike,3,Business,15,1,8:08:17 AM,15,1,8:08:55 AM,15,1,8:31:15 AM,15,1,8:32:17 AM,15,1,8:42:33 AM,4,,,-1.3077869,36.8443207,-1.3004062,36.829741,208,616
1317,1527,Bike,3,Business,2,4,1:15:09 PM,2,4,1:20:44 PM,2,4,1:39:44 PM,2,4,1:46:56 PM,2,4,2:27:40 PM,3,,,-1.3004062,36.829741,-1.2977627,36.8150388,211,2444
14247,2521,Bike,3,Business,5,6,9:24:41 AM,5,6,9:25:09 AM,5,6,9:27:29 AM,5,6,9:29:58 AM,5,6,9:56:41 AM,14,17.9,3.9,-1.3167113,36.8301563,-1.306378,36.7519845,523,1603
4002,1469,Bike,3,Business,8,3,3:03:06 PM,8,3,3:04:00 PM,8,3,3:05:41 PM,8,3,3:29:13 PM,8,3,3:50:48 PM,15,,,-1.2551895,36.7822034,-1.2343236,36.8861,411,1295
25914,1209,Bike,3,Business,18,2,9:38:10 AM,18,2,9:46:37 AM,18,2,9:59:35 AM,18,2,10:09:55 AM,18,2,10:32:28 AM,9,19.6,,-1.2574219,36.7927073,-1.3004062,36.829741,496,1353
3832,3222,Bike,3,Business,8,1,3:12:51 PM,8,1,3:17:58 PM,8,1,4:00:43 PM,8,1,4:01:46 PM,8,1,4:16:49 PM,8,24.8,,-1.2551895,36.7822034,-1.295156,36.8094306,857,903
25254,3727,Bike,3,Business,13,3,4:16:30 PM,13,3,4:16:45 PM,13,3,4:17:37 PM,13,3,4:22:24 PM,13,3,4:47:07 PM,10,27.3,,-1.2963097,36.7688221,-1.2659149,36.8054322,354,1483
18789,393,Bike,3,Business,16,2,9:28:45 AM,16,2,9:28:53 AM,16,2,9:32:14 AM,16,2,9:46:55 AM,16,2,9:55:11 AM,4,,,-1.3167113,36.8301563,-1.3004062,36.829741,168,496
5641,635,Bike,3,Business,30,4,12:42:57 PM,30,4,12:43:27 PM,30,4,1:33:46 PM,30,4,1:38:24 PM,30,4,2:01:21 PM,5,,,-1.2549476,36.8269576,-1.2602337,36.7990548,27,1377
9356,60,Bike,3,Business,19,6,10:39:09 AM,19,6,10:41:23 AM,19,6,10:56:49 AM,19,6,11:04:38 AM,19,6,11:36:12 AM,8,25.4,,-1.272828,36.816608,-1.2296618,36.8438272,857,1894
20094,1482,Bike,3,Business,15,4,2:26:53 PM,15,4,2:59:47 PM,15,4,3:14:17 PM,15,4,3:39:42 PM,15,4,3:55:37 PM,10,27.7,,-1.3122474,36.8728544,-1.338579,36.8963038,675,955
22220,3175,Bike,3,Business,1,4,12:45:47 PM,1,4,12:46:44 PM,1,4,12:50:51 PM,1,4,12:55:15 PM,1,4,1:23:12 PM,16,,,-1.2681004,36.7952081,-1.207546,36.7913976,167,1677
15267,1280,Bike,3,Business,9,4,8:57:33 AM,9,4,8:58:22 AM,9,4,9:05:39 AM,9,4,9:10:23 AM,9,4,9:35:12 AM,8,,,-1.2551895,36.7822034,-1.3038156,36.8122733,953,1489
12028,3660,Bike,1,Personal,24,2,12:20:07 PM,24,2,12:22:02 PM,24,2,12:36:34 PM,24,2,12:40:18 PM,24,2,1:00:16 PM,5,17.3,,-1.283362,36.8260149,-1.2655477,36.8001682,88,1198
14602,1500,Bike,3,Business,27,2,3:17:39 PM,27,2,3:22:26 PM,27,2,3:27:50 PM,27,2,4:04:19 PM,27,2,4:26:32 PM,8,25.5,,-1.3004062,36.829741,-1.2574219,36.7927073,660,1333
27501,2436,Bike,3,Business,10,1,1:47:47 PM,10,1,2:33:27 PM,10,1,2:42:32 PM,10,1,3:38:57 PM,10,1,3:58:17 PM,9,18.7,,-1.2571472,36.7950633,-1.2295205,36.8120426,685,1160
1357,136,Bike,3,Business,30,2,10:42:03 AM,30,2,10:51:02 AM,30,2,11:02:55 AM,30,2,11:37:09 AM,30,2,11:37:18 AM,10,,,-1.3254522,36.7216584,-1.2971024,36.7836598,831,9
13517,3283,Bike,3,Business,26,5,4:04:09 PM,26,5,4:04:24 PM,26,5,4:25:51 PM,26,5,4:34:47 PM,26,5,5:01:46 PM,13,,,-1.318062,36.849326,-1.2628473,36.781805,168,1619
28098,1787,Bike,3,Business,13,3,3:39:15 PM,13,3,3:39:38 PM,13,3,3:58:26 PM,13,3,4:13:12 PM,13,3,4:59:33 PM,18,29.2,,-1.3014461,36.7661381,-1.2283403,36.8822756,708,2781
20153,3283,Bike,3,Business,30,2,3:08:52 PM,30,2,3:16:41 PM,30,2,3:23:58 PM,30,2,3:33:35 PM,30,2,4:21:31 PM,6,,,-1.272828,36.816608,-1.2628473,36.781805,843,2876
12744,2691,Bike,3,Business,19,1,12:27:29 PM,19,1,12:50:53 PM,19,1,1:02:21 PM,19,1,1:04:39 PM,19,1,1:22:04 PM,6,24.6,,-1.2857671,36.7875614,-1.2810205,36.8248105,194,1045
3723,2685,Bike,1,Personal,18,4,10:46:01 AM,18,4,10:46:20 AM,18,4,10:51:47 AM,18,4,11:57:52 AM,18,4,12:31:56 PM,22,25.5,,-1.3433181,36.9138018,-1.2899,36.7794355,120,2044
24773,1675,Bike,1,Personal,15,3,9:58:33 AM,15,3,10:00:47 AM,15,3,10:11:31 AM,15,3,10:16:14 AM,15,3,10:55:20 AM,8,16.3,,-1.296797,36.7764525,-1.2850639,36.8179454,674,2346
9516,2154,Bike,3,Business,6,2,1:24:20 PM,6,2,2:03:56 PM,6,2,2:26:26 PM,6,2,2:29:55 PM,6,2,2:44:19 PM,6,27.3,,-1.28878,36.8168312,-1.2765736,36.8513646,878,864
16614,2946,Bike,2,Personal,27,1,12:47:29 PM,27,1,12:49:45 PM,27,1,1:04:52 PM,27,1,1:10:30 PM,27,1,1:28:14 PM,8,24.1,,-1.289521,36.8190724,-1.2749662,36.7658781,74,1064
2228,633,Bike,3,Business,13,3,1:54:10 PM,13,3,1:54:58 PM,13,3,2:06:37 PM,13,3,2:19:01 PM,13,3,2:30:17 PM,4,29.3,,-1.3077869,36.8443207,-1.3004062,36.829741,233,676
5212,1642,Bike,3,Business,12,5,12:48:15 PM,12,5,1:32:14 PM,12,5,1:52:30 PM,12,5,1:53:41 PM,12,5,2:18:32 PM,5,27.0,,-1.2728069,36.7962362,-1.2887076,36.8254658,844,1491
5053,635,Bike,3,Business,25,1,1:40:32 PM,25,1,1:40:50 PM,25,1,1:45:30 PM,25,1,2:13:32 PM,25,1,2:32:20 PM,7,28.2,,-1.3081376,36.8329772,-1.2602337,36.7990548,550,1128
20510,3080,Bike,3,Business,10,3,4:56:07 PM,10,3,4:56:19 PM,10,3,4:59:21 PM,10,3,5:01:06 PM,10,3,5:41:47 PM,13,27.5,,-1.2551895,36.7822034,-1.3261306,36.850596,709,2441
7420,1603,Bike,1,Personal,15,5,10:18:35 AM,15,5,10:18:57 AM,15,5,10:34:17 AM,15,5,10:39:53 AM,15,5,11:00:40 AM,6,19.9,,-1.2830603,36.8298283,-1.3220191,36.8400166,444,1247
14714,2587,Bike,3,Business,2,3,11:41:11 AM,2,3,11:42:45 AM,2,3,12:01:02 PM,2,3,12:05:22 PM,2,3,12:16:30 PM,1,23.9,,-1.279395,36.825364,-1.28878,36.8168312,362,668
38,3673,Bike,1,Personal,5,5,1:26:11 PM,5,5,1:52:28 PM,5,5,2:03:30 PM,5,5,2:50:49 PM,5,5,3:03:03 PM,6,26.5,,-1.300405,36.8356262,-1.32571,36.805533,263,734
11200,3116,Bike,1,Personal,4,1,3:41:15 PM,4,1,3:41:36 PM,4,1,3:57:31 PM,4,1,4:05:01 PM,4,1,4:21:31 PM,10,22.8,,-1.270766,36.810988,-1.2353665,36.8128044,116,990
8885,3264,Bike,3,Business,18,2,12:18:17 PM,18,2,12:33:44 PM,18,2,12:34:04 PM,18,2,12:41:14 PM,18,2,1:11:40 PM,9,,,-1.2551895,36.7822034,-1.3080696,36.8237191,518,1826
3606,2069,Bike,3,Business,24,5,10:18:48 AM,24,5,10:19:57 AM,24,5,10:30:48 AM,24,5,10:37:22 AM,24,5,11:03:32 AM,14,21.6,,-1.3033561,36.8163631,-1.228911,36.881876,591,1570
12701,867,Bike,3,Business,8,1,2:16:57 PM,8,1,2:18:50 PM,8,1,2:27:55 PM,8,1,2:32:21 PM,8,1,2:58:51 PM,9,29.4,,-1.2638185,36.7930057,-1.2991441,36.7528804,166,1590
4947,2553,Bike,1,Personal,15,1,3:57:45 PM,15,1,4:16:34 PM,15,1,4:20:31 PM,15,1,4:31:18 PM,15,1,5:17:36 PM,9,,,-1.2918239,36.8235665,-1.284382,36.7746045,674,2778
8039,1500,Bike,3,Business,22,3,11:20:26 AM,22,3,11:20:45 AM,22,3,11:21:11 AM,22,3,11:59:53 AM,22,3,12:00:12 PM,10,23.1,,-1.2991441,36.7528804,-1.2638185,36.7930057,515,19
2716,2330,Bike,3,Business,13,1,12:20:22 PM,13,1,12:22:41 PM,13,1,12:41:05 PM,13,1,12:42:15 PM,13,1,1:06:11 PM,5,,,-1.294597,36.7742999,-1.2915247,36.8055757,831,1436
20248,718,Bike,3,Business,13,3,9:49:08 AM,13,3,9:49:37 AM,13,3,10:03:41 AM,13,3,10:07:35 AM,13,3,10:36:08 AM,9,20.0,,-1.2551895,36.7822034,-1.3090727,36.8315262,76,1713
4553,248,Bike,3,Business,27,3,2:43:52 PM,27,3,2:44:40 PM,27,3,2:58:26 PM,27,3,3:15:30 PM,27,3,3:40:48 PM,3,29.3,,-1.2929747,36.7646358,-1.304735,36.7846054,682,1518
10834,294,Bike,1,Personal,5,4,11:57:48 AM,5,4,11:58:37 AM,5,4,12:24:26 PM,5,4,12:27:34 PM,5,4,12:50:12 PM,14,,,-1.2996373,36.7693721,-1.2522271,36.7772267,74,1358
1099,496,Bike,3,Business,17,3,4:32:35 PM,17,3,5:34:37 PM,17,3,5:49:31 PM,17,3,5:54:56 PM,17,3,6:08:20 PM,6,24.8,,-1.2551895,36.7822034,-1.2785434,36.8215327,208,804
14704,2186,Bike,1,Personal,28,1,3:03:10 PM,28,1,3:04:38 PM,28,1,3:20:45 PM,28,1,3:32:26 PM,28,1,4:00:44 PM,11,24.3,,-1.2795197,36.8168287,-1.328128,36.8719,432,1698
23526,3291,Bike,3,Business,29,6,12:04:28 PM,29,6,12:04:49 PM,29,6,12:19:36 PM,29,6,12:27:54 PM,29,6,12:40:13 PM,4,23.8,,-1.272828,36.816608,-1.2600926,36.8088685,456,739
1006,1584,Bike,3,Business,5,3,11:47:36 AM,5,3,11:47:53 AM,5,3,11:49:21 AM,5,3,12:01:13 PM,5,3,12:39:45 PM,4,22.0,,-1.304033,36.7848695,-1.2973654,36.8105527,851,2312
3476,393,Bike,3,Business,13,1,9:27:16 AM,13,1,9:27:28 AM,13,1,9:27:35 AM,13,1,10:17:35 AM,13,1,10:17:37 AM,11,,,-1.3167113,36.8301563,-1.2638185,36.7930057,515,2
1380,3391,Bike,1,Personal,25,2,4:06:27 PM,25,2,4:12:04 PM,25,2,4:38:44 PM,25,2,4:42:03 PM,25,2,5:02:04 PM,7,24.1,,-1.2998789,36.8168963,-1.2747045,36.8406383,88,1201
555,412,Bike,3,Business,28,4,8:43:35 AM,28,4,8:44:09 AM,28,4,9:17:20 AM,28,4,9:40:02 AM,28,4,10:10:38 AM,10,19.6,,-1.303596,36.778378,-1.266837,36.799249,306,1836
24646,2112,Bike,3,Business,26,2,5:22:40 PM,26,2,5:23:02 PM,26,2,5:30:31 PM,26,2,5:55:00 PM,26,2,6:05:31 PM,5,28.5,,-1.2285835,36.8826468,-1.2156006,36.8916865,8,631
2008,2956,Bike,3,Business,7,4,6:25:35 PM,7,4,6:27:21 PM,7,4,6:39:08 PM,7,4,6:43:46 PM,7,4,7:10:00 PM,9,25.5,,-1.3014461,36.7661381,-1.2584143,36.8048002,541,1574
13221,2066,Bike,3,Business,12,6,8:53:09 AM,12,6,8:53:16 AM,12,6,9:10:13 AM,12,6,9:20:28 AM,12,6,9:48:58 AM,12,,,-1.3210189,36.8410551,-1.3692201,36.9252718,26,1710
10264,2869,Bike,3,Business,4,1,8:44:22 AM,4,1,8:44:52 AM,4,1,8:50:01 AM,4,1,8:52:30 AM,4,1,9:17:36 AM,9,22.0,,-1.3025826,36.7670807,-1.2551895,36.7822034,330,1506
3593,835,Bike,3,Business,3,3,1:31:50 PM,3,3,1:32:18 PM,3,3,1:42:00 PM,3,3,1:43:49 PM,3,3,2:08:42 PM,12,28.2,,-1.2917868,36.7872675,-1.24188,36.76523,99,1493
16830,2200,Bike,3,Business,29,1,12:30:51 PM,29,1,12:36:12 PM,29,1,12:51:12 PM,29,1,1:16:31 PM,29,1,1:28:46 PM,5,,,-1.290894,36.822971,-1.2545163,36.8243717,336,735
13459,1929,Bike,3,Personal,15,7,11:23:20 AM,15,7,11:32:54 AM,15,7,11:38:50 AM,15,7,11:59:20 AM,15,7,12:36:54 PM,17,18.1,,-1.2022049,36.8000124,-1.2879179,36.7903517,101,2254
22105,391,Bike,3,Business,29,2,2:15:21 PM,29,2,2:19:07 PM,29,2,2:57:50 PM,29,2,3:26:15 PM,29,2,3:59:47 PM,5,26.8,,-1.300921,36.828195,-1.2867454,36.8259017,696,2012
19996,2423,Bike,3,Business,18,4,1:11:48 PM,18,4,1:15:50 PM,18,4,1:23:31 PM,18,4,1:34:57 PM,18,4,1:57:39 PM,7,,,-1.2571472,36.7950633,-1.3028118,36.8174764,61,1362
14435,3711,Bike,3,Business,24,4,4:48:30 PM,24,4,4:48:55 PM,24,4,4:53:41 PM,24,4,5:03:00 PM,24,4,5:18:12 PM,1,26.0,,-1.3012008,36.764868,-1.2943746,36.7687604,445,912
10663,1582,Bike,1,Business,25,2,3:34:55 PM,25,2,4:34:28 PM,25,2,4:45:34 PM,25,2,4:47:09 PM,25,2,5:22:58 PM,6,23.8,,-1.285244,36.832159,-1.2508229,36.7895263,532,2149
18070,478,Bike,3,Business,15,2,10:34:56 AM,15,2,10:36:39 AM,15,2,10:41:38 AM,15,2,10:50:08 AM,15,2,11:07:27 AM,6,24.4,,-1.2551895,36.7822034,-1.2897368,36.8226783,903,1039
6397,2136,Bike,1,Personal,4,3,2:42:28 PM,4,3,4:40:04 PM,4,3,4:45:59 PM,4,3,4:55:44 PM,4,3,5:11:13 PM,6,,,-1.2672588,36.8000252,-1.2939816,36.8118469,427,929
8501,2956,Bike,3,Business,15,4,1:25:56 PM,15,4,1:26:16 PM,15,4,1:48:58 PM,15,4,1:55:51 PM,15,4,2:06:18 PM,3,27.4,,-1.2584143,36.8048002,-1.2551895,36.7822034,287,627
19682,733,Bike,3,Business,12,2,1:05:28 PM,12,2,1:05:43 PM,12,2,1:06:07 PM,12,2,1:11:20 PM,12,2,1:56:09 PM,21,24.6,,-1.2551895,36.7822034,-1.3407764,36.9100521,630,2689
8370,3579,Bike,3,Business,6,1,11:36:42 AM,6,1,11:38:01 AM,6,1,11:48:31 AM,6,1,11:52:12 AM,6,1,12:29:31 PM,22,,,-1.2615584,36.8149506,-1.1479335,36.8841725,205,2239
11848,2194,Bike,1,Personal,6,4,11:44:21 AM,6,4,11:47:00 AM,6,4,12:20:03 PM,6,4,12:31:55 PM,6,4,12:51:48 PM,7,22.1,,-1.3211235,36.7765164,-1.2994217,36.8009779,447,1193
27281,53,Bike,3,Business,15,5,10:33:50 AM,15,5,10:37:12 AM,15,5,10:40:47 AM,15,5,11:05:13 AM,15,5,11:51:32 AM,5,26.1,,-1.3004062,36.829741,-1.2770708,36.8231093,763,2779
21049,3149,Bike,3,Business,9,6,9:47:51 AM,9,6,9:48:54 AM,9,6,9:58:10 AM,9,6,10:12:48 AM,9,6,10:37:59 AM,5,20.3,,-1.3004062,36.829741,-1.3167113,36.8301563,311,1511
6634,238,Bike,3,Business,22,5,9:49:25 AM,22,5,9:49:49 AM,22,5,10:03:13 AM,22,5,10:07:01 AM,22,5,10:49:29 AM,11,22.4,,-1.3077869,36.8443207,-1.2574219,36.7927073,127,2548
21575,494,Bike,1,Personal,25,5,4:26:48 PM,25,5,4:36:26 PM,25,5,4:58:47 PM,25,5,5:09:08 PM,25,5,5:52:35 PM,3,21.4,,-1.2824911,36.8218042,-1.303664,36.818777,192,2607
19242,2801,Bike,3,Business,28,4,2:23:10 PM,28,4,2:23:50 PM,28,4,2:24:40 PM,28,4,2:31:33 PM,28,4,2:55:36 PM,10,29.9,,-1.2674274,36.7870827,-1.3108386,36.7555239,576,1443
20287,3557,Bike,3,Business,14,4,3:43:52 PM,14,4,3:45:49 PM,14,4,3:54:16 PM,14,4,4:05:26 PM,14,4,4:29:10 PM,10,27.8,,-1.2546732,36.8086796,-1.2892762,36.764129,854,1424
9325,2125,Bike,2,Personal,28,5,4:42:13 PM,28,5,4:43:37 PM,28,5,5:08:32 PM,28,5,5:24:27 PM,28,5,6:03:00 PM,8,,,-1.3066189,36.7805505,-1.2835073,36.8275282,328,2313
