City,Colors Reported,Shape Reported,State,Time,IN-December,Time_Diff_From_WW1
Green Bay,ORANGE,LIGHT,WI,1997-11-02 18:50:00,False,30413 days 18:50:00
Seattle,,LIGHT,WA,1997-11-04 20:45:00,False,30415 days 20:45:00
Kentwood,RED,OTHER,MI,1997-11-06 19:00:00,False,30417 days 19:00:00
Austin,,LIGHT,TX,1997-11-07 18:30:00,False,30418 days 18:30:00
Austin,RED,,TX,1997-11-07 18:45:00,False,30418 days 18:45:00
Saugus,,OTHER,CA,1997-11-08 18:20:00,False,30419 days 18:20:00
Louisville,,VARIOUS,KY,1997-11-08 19:30:00,False,30419 days 19:30:00
Newport,,FORMATION,OR,1997-11-09 06:15:00,False,30420 days 06:15:00
Perkinston,,CIGAR,MS,1997-11-09 21:00:00,False,30420 days 21:00:00
Lyons,,,CO,1997-11-09 22:41:00,False,30420 days 22:41:00
Boyertown,,LIGHT,PA,1997-11-10 18:50:00,False,30421 days 18:50:00
Orem,,TRIANGLE,UT,1997-11-10 20:00:00,False,30421 days 20:00:00
Hurricane,,CIRCLE,WV,1997-11-10 21:45:00,False,30421 days 21:45:00
Santee,GREEN,LIGHT,CA,1997-11-10 23:00:00,False,30421 days 23:00:00
O'Fallon,,TRIANGLE,MO,1997-11-11 01:00:00,False,30422 days 01:00:00
Columbus,ORANGE BLUE,CYLINDER,OH,1997-11-11 05:30:00,False,30422 days 05:30:00
Enumclaw,,CHEVRON,WA,1997-11-11 21:00:00,False,30422 days 21:00:00
Sodus,,CIGAR,NY,1997-11-12 00:03:00,False,30423 days 00:03:00
Divide,,LIGHT,CO,1997-11-12 16:30:00,False,30423 days 16:30:00
Seattle,,LIGHT,WA,1997-11-12 17:30:00,False,30423 days 17:30:00
Corvallis,,LIGHT,OR,1997-11-13 01:45:00,False,30424 days 01:45:00
Trenton,,LIGHT,NJ,1997-11-13 21:15:00,False,30424 days 21:15:00
Birch Bay,,OTHER,WA,1997-11-14 16:00:00,False,30425 days 16:00:00
Portland,,FORMATION,OR,1997-11-14 17:00:00,False,30425 days 17:00:00
Palo,,TRIANGLE,MI,1997-11-14 17:34:00,False,30425 days 17:34:00
Dallas,,FORMATION,TX,1997-11-14 18:35:00,False,30425 days 18:35:00
Oroville,RED,TRIANGLE,WA,1997-11-14 19:30:00,False,30425 days 19:30:00
Oakland,,DISK,CA,1997-11-14 19:55:00,False,30425 days 19:55:00
Buena Vista,,FORMATION,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
Gig Harbor,,FORMATION,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
Kenmore,,RECTANGLE,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
Mt. Vernon,,CIRCLE,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
Noblesville,,FIREBALL,IN,1997-11-14 21:00:00,False,30425 days 21:00:00
Olympia,,FORMATION,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
Poulsbo,,FORMATION,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
Seattle,,FORMATION,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
West Seattle,,FORMATION,WA,1997-11-14 21:00:00,False,30425 days 21:00:00
Edmonds,,FORMATION,WA,1997-11-14 21:05:00,False,30425 days 21:05:00
Tonasket,,FORMATION,WA,1997-11-14 21:09:00,False,30425 days 21:09:00
Issaquah,,OTHER,WA,1997-11-14 21:10:00,False,30425 days 21:10:00
Mukilteo,,FORMATION,WA,1997-11-14 21:10:00,False,30425 days 21:10:00
Snohomish,,FORMATION,WA,1997-11-14 21:10:00,False,30425 days 21:10:00
Winthrop,ORANGE,FIREBALL,WA,1997-11-14 21:10:00,False,30425 days 21:10:00
Burlington,,FORMATION,WA,1997-11-14 21:11:00,False,30425 days 21:11:00
Renton,YELLOW,FORMATION,WA,1997-11-14 21:11:00,False,30425 days 21:11:00
Centralia,,SPHERE,WA,1997-11-14 21:12:00,False,30425 days 21:12:00
Freeland,,FORMATION,WA,1997-11-14 21:15:00,False,30425 days 21:15:00
McMinnville,,FORMATION,OR,1997-11-14 21:15:00,False,30425 days 21:15:00
Renton,,FORMATION,WA,1997-11-14 21:15:00,False,30425 days 21:15:00
Snoqualmie,,FORMATION,WA,1997-11-14 21:15:00,False,30425 days 21:15:00
Corbett,,FORMATION,OR,1997-11-14 21:30:00,False,30425 days 21:30:00
Olympia,,FIREBALL,WA,1997-11-14 21:30:00,False,30425 days 21:30:00
Olympia,,FORMATION,WA,1997-11-14 21:30:00,False,30425 days 21:30:00
Bellingham,,FORMATION,WA,1997-11-14 22:25:00,False,30425 days 22:25:00
Redondo Beach,,FIREBALL,CA,1997-11-14 23:15:00,False,30425 days 23:15:00
Tucson,RED,OTHER,AZ,1997-11-15 00:35:00,False,30426 days 00:35:00
Longview,,OTHER,WA,1997-11-15 02:30:00,False,30426 days 02:30:00
Reno,,TRIANGLE,NV,1997-11-15 03:50:00,False,30426 days 03:50:00
Lockport,,SPHERE,NY,1997-11-15 04:00:00,False,30426 days 04:00:00
Hubbard,RED,TRIANGLE,OH,1997-11-15 18:30:00,False,30426 days 18:30:00
West Palm Beach,,OTHER,FL,1997-11-15 18:45:00,False,30426 days 18:45:00
Tamaqua,,LIGHT,PA,1997-11-15 21:00:00,False,30426 days 21:00:00
Tennessee,,SPHERE,TN,1997-11-15 21:00:00,False,30426 days 21:00:00
Varysburg,,TRIANGLE,NY,1997-11-15 21:30:00,False,30426 days 21:30:00
Eureka,,TRIANGLE,CA,1997-11-15 22:00:00,False,30426 days 22:00:00
Chester,,CIRCLE,NJ,1997-11-15 23:00:00,False,30426 days 23:00:00
Chester,,CIRCLE,NJ,1997-11-15 23:00:00,False,30426 days 23:00:00
Pompano Beach,ORANGE,SPHERE,FL,1997-11-15 23:30:00,False,30426 days 23:30:00
Sioux Falls,,OTHER,SD,1997-11-17 02:00:00,False,30428 days 02:00:00
Clearwater Beach,,OVAL,FL,1997-11-17 03:00:00,False,30428 days 03:00:00
Wasilla,,TRIANGLE,AK,1997-11-17 03:00:00,False,30428 days 03:00:00
Bracketville,,CIGAR,TX,1997-11-17 05:30:00,False,30428 days 05:30:00
Greenfield,GREEN,,MA,1997-11-17 20:45:00,False,30428 days 20:45:00
Scott AFB,,LIGHT,IL,1997-11-18 02:00:00,False,30429 days 02:00:00
Oswego,,OTHER,NY,1997-11-18 14:36:00,False,30429 days 14:36:00
Malta,RED,RECTANGLE,MT,1997-11-18 19:30:00,False,30429 days 19:30:00
Springfield,,OVAL,MO,1997-11-20 01:00:00,False,30431 days 01:00:00
Chicago,,OTHER,IL,1997-11-20 02:00:00,False,30431 days 02:00:00
Frostbite Falls,,DISK,MO,1997-11-20 05:29:00,False,30431 days 05:29:00
Rock Hill,,TRIANGLE,NY,1997-11-20 18:00:00,False,30431 days 18:00:00
Cedar River,GREEN,FIREBALL,MI,1997-11-20 23:00:00,False,30431 days 23:00:00
Plattsmouth,,CIRCLE,NE,1997-11-21 12:00:00,False,30432 days 12:00:00
North Kingstown,,TRIANGLE,RI,1997-11-21 17:00:00,False,30432 days 17:00:00
Fremont,YELLOW,CIRCLE,MI,1997-11-21 20:00:00,False,30432 days 20:00:00
Flagstaff,RED,OTHER,AZ,1997-11-22 06:00:00,False,30433 days 06:00:00
Petoskey,GREEN,EGG,MI,1997-11-22 16:15:00,False,30433 days 16:15:00
Albuquerque,BLUE,OTHER,NM,1997-11-22 17:30:00,False,30433 days 17:30:00
Palo,,TRIANGLE,MI,1997-11-22 20:45:00,False,30433 days 20:45:00
Albuquerque,RED ORANGE YELLOW,FIREBALL,NM,1997-11-23 05:50:00,False,30434 days 05:50:00
Wichita Falls,,LIGHT,TX,1997-11-23 21:32:00,False,30434 days 21:32:00
Salisbury,,OVAL,MD,1997-11-24 02:00:00,False,30435 days 02:00:00
Salisbury,YELLOW,OVAL,MD,1997-11-24 02:00:00,False,30435 days 02:00:00
Palm Harbor,,TRIANGLE,FL,1997-11-24 22:55:00,False,30435 days 22:55:00
El Dorado,RED,OTHER,AR,1997-11-25 00:30:00,False,30436 days 00:30:00
Right outside the Maine state border,,CRESCENT,NH,1997-11-25 22:21:00,False,30436 days 22:21:00
no data,,CYLINDER,OH,1997-11-27 18:20:00,False,30438 days 18:20:00
Northampton,,OTHER,MA,1997-11-27 19:30:00,False,30438 days 19:30:00
St. Paul,ORANGE,FIREBALL,MN,1997-11-28 00:45:00,False,30439 days 00:45:00
Lake Geneva,,FIREBALL,WI,1997-11-28 19:30:00,False,30439 days 19:30:00
Orcas Island,,LIGHT,WA,1997-11-29 18:15:00,False,30440 days 18:15:00
Gorman,RED,LIGHT,CA,1997-11-29 20:00:00,False,30440 days 20:00:00
LeMars,,LIGHT,NE,1997-11-30 02:00:00,False,30441 days 02:00:00
Sacramento,,FLARE,CA,1997-11-30 18:00:00,False,30441 days 18:00:00
Warwick,,CIRCLE,RI,1997-12-01 00:00:00,True,30442 days 00:00:00
Naperville,,OVAL,IL,1997-12-01 03:30:00,True,30442 days 03:30:00
San Francisco,,OTHER,CA,1997-12-01 12:00:00,True,30442 days 12:00:00
Santa Cruz,,TRIANGLE,CA,1997-12-01 21:15:00,True,30442 days 21:15:00
San Jose,,TRIANGLE,CA,1997-12-01 21:45:00,True,30442 days 21:45:00
Greentown,,CIGAR,IN,1997-12-01 22:00:00,True,30442 days 22:00:00
Paramus,,FIREBALL,NJ,1997-12-01 23:30:00,True,30442 days 23:30:00
Birch Run,RED,DISK,MI,1997-12-02 20:00:00,True,30443 days 20:00:00
Birch Run,RED GREEN,CHEVRON,MI,1997-12-02 20:30:00,True,30443 days 20:30:00
Clearwater Beach,,OVAL,FL,1997-12-05 03:00:00,True,30446 days 03:00:00
Salton Sea,,DISK,CA,1997-12-05 18:00:00,True,30446 days 18:00:00
Ferndale,,,WA,1997-12-05 22:00:00,True,30446 days 22:00:00
Ashland,,TRIANGLE,MO,1997-12-07 03:00:00,True,30448 days 03:00:00
Mount Pleasant,,,SC,1997-12-07 20:16:00,True,30448 days 20:16:00
Wenatchee,,LIGHT,WA,1997-12-08 00:00:00,True,30449 days 00:00:00
East Wenatchee,RED ORANGE,LIGHT,WA,1997-12-08 19:40:00,True,30449 days 19:40:00
Kent,,CIRCLE,WA,1997-12-09 08:30:00,True,30450 days 08:30:00
Reno,RED,LIGHT,NV,1997-12-09 17:00:00,True,30450 days 17:00:00
Reno,RED,LIGHT,NV,1997-12-09 17:30:00,True,30450 days 17:30:00
Reno,RED,LIGHT,NV,1997-12-09 17:55:00,True,30450 days 17:55:00
Reno,RED,CIRCLE,NV,1997-12-09 18:00:00,True,30450 days 18:00:00
Oakland,,TRIANGLE,CA,1997-12-10 01:30:00,True,30451 days 01:30:00
Fort Ann,,OTHER,NY,1997-12-10 20:00:00,True,30451 days 20:00:00
Williamsburg,,DIAMOND,OH,1997-12-10 21:30:00,True,30451 days 21:30:00
Seattle,,LIGHT,WA,1997-12-11 19:15:00,True,30452 days 19:15:00
Kinaid,,TRIANGLE,IL,1997-12-11 21:27:00,True,30452 days 21:27:00
Lubbock,GREEN,OTHER,TX,1997-12-12 02:03:00,True,30453 days 02:03:00
Auburn,,SPHERE,IN,1997-12-14 06:45:00,True,30455 days 06:45:00
Aurora,,,CO,1997-12-14 20:30:00,True,30455 days 20:30:00
Prescott Valley,,OTHER,AZ,1997-12-14 23:30:00,True,30455 days 23:30:00
Thief River Falls,GREEN,DISK,MN,1997-12-15 01:00:00,True,30456 days 01:00:00
Naperville,,DISK,IL,1997-12-15 03:30:00,True,30456 days 03:30:00
Salida,,LIGHT,CA,1997-12-15 20:00:00,True,30456 days 20:00:00
Iola,,FIREBALL,IL,1997-12-15 22:00:00,True,30456 days 22:00:00
Scranton,,CIRCLE,PA,1997-12-15 22:00:00,True,30456 days 22:00:00
Gardiner,,DISK,ME,1997-12-15 22:30:00,True,30456 days 22:30:00
Marlette,,CIRCLE,MI,1997-12-15 23:35:00,True,30456 days 23:35:00
Tarzana,,TRIANGLE,CA,1997-12-16 02:30:00,True,30457 days 02:30:00
Baltimore,,TRIANGLE,MD,1997-12-16 18:30:00,True,30457 days 18:30:00
Allison Park,RED GREEN,HEXAGON,PA,1997-12-16 19:55:00,True,30457 days 19:55:00
North San Diego,,FIREBALL,CA,1997-12-16 23:23:00,True,30457 days 23:23:00
Ocala,,FIREBALL,FL,1997-12-17 00:15:00,True,30458 days 00:15:00
West Hollywood,,,CA,1997-12-17 00:20:00,True,30458 days 00:20:00
Burlington,,DIAMOND,VT,1997-12-17 11:45:00,True,30458 days 11:45:00
Colchester,GREEN,LIGHT,VT,1997-12-17 11:45:00,True,30458 days 11:45:00
Oxnard,,CIGAR,CA,1997-12-18 22:50:00,True,30459 days 22:50:00
San Jose,,TRIANGLE,CA,1997-12-20 02:24:00,True,30461 days 02:24:00
Prescott,,SPHERE,AZ,1997-12-20 22:00:00,True,30461 days 22:00:00
Las Vegas,,DISK,NV,1997-12-20 23:00:00,True,30461 days 23:00:00
Harrisonburg,,LIGHT,VA,1997-12-21 05:25:00,True,30462 days 05:25:00
Brewster,YELLOW,,MA,1997-12-23 20:00:00,True,30464 days 20:00:00
East Woodstock,,OVAL,CT,1997-12-23 20:00:00,True,30464 days 20:00:00
Charlotte,,LIGHT,NC,1997-12-25 02:00:00,True,30466 days 02:00:00
Los Angeles,,DISK,CA,1997-12-25 09:00:00,True,30466 days 09:00:00
Primrose,,LIGHT,GA,1997-12-26 20:00:00,True,30467 days 20:00:00
Bonham,,,TX,1997-12-26 21:35:00,True,30467 days 21:35:00
Dale City,BLUE,TRIANGLE,VA,1997-12-26 22:30:00,True,30467 days 22:30:00
Spokane,,LIGHT,WA,1997-12-27 20:00:00,True,30468 days 20:00:00
Victorville,,CIRCLE,CA,1997-12-30 17:40:00,True,30471 days 17:40:00
Milton,RED,TRIANGLE,FL,1997-12-30 19:30:00,True,30471 days 19:30:00
Gulfport,,TRIANGLE,MS,1997-12-31 17:45:00,True,30472 days 17:45:00
Gulfport,,TRIANGLE,MS,1997-12-31 17:45:00,True,30472 days 17:45:00
Crystal Beach,,CIRCLE,TX,1997-12-31 19:30:00,True,30472 days 19:30:00
Manassas,,FORMATION,VA,1997-12-31 20:30:00,True,30472 days 20:30:00
Warren,BLUE,OTHER,OH,1997-12-31 20:30:00,True,30472 days 20:30:00
St. Louis,BLUE,FLASH,MO,1998-01-01 00:58:00,False,30473 days 00:58:00
Allentown,,LIGHT,PA,1998-01-01 01:42:00,False,30473 days 01:42:00
Elizabethtown,,TRIANGLE,IL,1998-01-01 02:00:00,False,30473 days 02:00:00
Huelo,,LIGHT,HI,1998-01-01 04:00:00,False,30473 days 04:00:00
Hoboken,,DISK,NJ,1998-01-01 06:00:00,False,30473 days 06:00:00
Pittsburgh,RED,FORMATION,PA,1998-01-01 07:30:00,False,30473 days 07:30:00
St. Louis,BLUE,FLASH,MO,1998-01-01 12:58:00,False,30473 days 12:58:00
Baton Rouge,,CIRCLE,LA,1998-01-01 13:00:00,False,30473 days 13:00:00
Cannon AFB,,DIAMOND,NM,1998-01-01 13:00:00,False,30473 days 13:00:00
Graniteville,,DISK,SC,1998-01-01 20:00:00,False,30473 days 20:00:00
Coxsacke,,LIGHT,NY,1998-01-01 20:30:00,False,30473 days 20:30:00
Milwaukee,,VARIOUS,WI,1998-01-01 23:00:00,False,30473 days 23:00:00
I-90,GREEN,SPHERE,WA,1998-01-03 02:30:00,False,30475 days 02:30:00
Nashville,,CIRCLE,TN,1998-01-04 23:45:00,False,30476 days 23:45:00
Highland,,OTHER,CA,1998-01-05 15:50:00,False,30477 days 15:50:00
Phelan,,OTHER,CA,1998-01-05 16:15:00,False,30477 days 16:15:00
Hudson,,TRIANGLE,NY,1998-01-05 20:00:00,False,30477 days 20:00:00
Camarillo,,OTHER,CA,1998-01-06 18:00:00,False,30478 days 18:00:00
Renton,,SPHERE,WA,1998-01-07 16:10:00,False,30479 days 16:10:00
New York City,,DIAMOND,NY,1998-01-07 23:30:00,False,30479 days 23:30:00
Petoskey,,LIGHT,MI,1998-01-08 17:00:00,False,30480 days 17:00:00
Chico,,OVAL,CA,1998-01-08 20:00:00,False,30480 days 20:00:00
Satellite Point,ORANGE,VARIOUS,FL,1998-01-08 20:00:00,False,30480 days 20:00:00
Fairbanks,GREEN,OVAL,AK,1998-01-08 22:38:00,False,30480 days 22:38:00
Pottstown,RED,TRIANGLE,PA,1998-01-09 18:30:00,False,30481 days 18:30:00
Cape Coral,RED BLUE,LIGHT,FL,1998-01-09 20:00:00,False,30481 days 20:00:00
Beals,,CIRCLE,ME,1998-01-10 10:00:00,False,30482 days 10:00:00
Bremerton,,LIGHT,WA,1998-01-10 17:00:00,False,30482 days 17:00:00
Saginaw,,LIGHT,MI,1998-01-10 22:10:00,False,30482 days 22:10:00
Lowell,RED,,IN,1998-01-10 22:24:00,False,30482 days 22:24:00
Colorado Springs,,FIREBALL,CO,1998-01-11 00:10:00,False,30483 days 00:10:00
Cape May,,LIGHT,NJ,1998-01-11 06:55:00,False,30483 days 06:55:00
Rachel,,DISK,NV,1998-01-11 20:10:00,False,30483 days 20:10:00
Minot,,FIREBALL,ND,1998-01-13 01:00:00,False,30485 days 01:00:00
Goodyear,,LIGHT,AZ,1998-01-13 20:40:00,False,30485 days 20:40:00
New Washington,,,OH,1998-01-13 21:00:00,False,30485 days 21:00:00
Litchfield Park,,TRIANGLE,AZ,1998-01-14 21:00:00,False,30486 days 21:00:00
Neshanic Station,,LIGHT,NJ,1998-01-15 01:00:00,False,30487 days 01:00:00
New York City,,FORMATION,NY,1998-01-15 01:00:00,False,30487 days 01:00:00
Lake City,,LIGHT,CO,1998-01-15 05:00:00,False,30487 days 05:00:00
Daytona Beach,RED,LIGHT,FL,1998-01-15 05:30:00,False,30487 days 05:30:00
Alaska,,DISK,AK,1998-01-15 13:00:00,False,30487 days 13:00:00
Grants Pass,,TRIANGLE,OR,1998-01-15 19:00:00,False,30487 days 19:00:00
Fargo,RED,FIREBALL,ND,1998-01-15 20:30:00,False,30487 days 20:30:00
no data,RED,CYLINDER,CT,1998-01-15 23:00:00,False,30487 days 23:00:00
Columbia,,CONE,SC,1998-01-16 17:00:00,False,30488 days 17:00:00
Krum,RED,,TX,1998-01-17 16:30:00,False,30489 days 16:30:00
La Grande,,CIRCLE,OR,1998-01-18 19:30:00,False,30490 days 19:30:00
Tucson,,OTHER,AZ,1998-01-19 06:50:00,False,30491 days 06:50:00
Goldsboro,,FORMATION,NC,1998-01-21 22:00:00,False,30493 days 22:00:00
Holstein,,TRIANGLE,NE,1998-01-23 18:05:00,False,30495 days 18:05:00
Alberton,,CIRCLE,MT,1998-01-23 21:00:00,False,30495 days 21:00:00
Kaneohe,,TRIANGLE,HI,1998-01-24 05:45:00,False,30496 days 05:45:00
San Bernardino,,SPHERE,CA,1998-01-24 09:30:00,False,30496 days 09:30:00
Leander,,CYLINDER,TX,1998-01-24 15:20:00,False,30496 days 15:20:00
Tucson,,LIGHT,AZ,1998-01-24 15:30:00,False,30496 days 15:30:00
Orange Park,,,FL,1998-01-24 18:25:00,False,30496 days 18:25:00
Cape Coral,,DIAMOND,FL,1998-01-24 21:28:00,False,30496 days 21:28:00
Ripley,,LIGHT,MS,1998-01-25 20:30:00,False,30497 days 20:30:00
Coconut Creek,,CIRCLE,FL,1998-01-26 16:50:00,False,30498 days 16:50:00
Bartelso,,OVAL,IL,1998-01-26 20:45:00,False,30498 days 20:45:00
Las Vegas,GREEN,SPHERE,NV,1998-01-26 21:00:00,False,30498 days 21:00:00
Las Cruces,,DISK,NM,1998-01-27 17:00:00,False,30499 days 17:00:00
Schuyler County,ORANGE,,IL,1998-01-27 19:30:00,False,30499 days 19:30:00
Woodland,RED,TRIANGLE,WA,1998-01-27 19:30:00,False,30499 days 19:30:00
Woodinville,,SPHERE,WA,1998-01-27 20:20:00,False,30499 days 20:20:00
Miami,,LIGHT,FL,1998-01-27 21:23:00,False,30499 days 21:23:00
Anaheim Hills,BLUE,LIGHT,CA,1998-01-27 21:50:00,False,30499 days 21:50:00
Alberton,RED BLUE,OVAL,MT,1998-01-28 22:00:00,False,30500 days 22:00:00
Coventry,RED,DISK,RI,1998-01-29 14:00:00,False,30501 days 14:00:00
Scranton,,FIREBALL,KS,1998-01-29 21:15:00,False,30501 days 21:15:00
Dallas,,LIGHT,TX,1998-01-30 18:50:00,False,30502 days 18:50:00
Sedona,,LIGHT,AZ,1998-01-30 20:00:00,False,30502 days 20:00:00
Monroe City,YELLOW,FIREBALL,MO,1998-01-30 21:05:00,False,30502 days 21:05:00
Shirley,,DISK,NY,1998-01-31 20:00:00,False,30503 days 20:00:00
Four Corners,,OTHER,NM,1998-02-01 00:30:00,False,30504 days 00:30:00
Newbury Park,,CHEVRON,CA,1998-02-01 01:00:00,False,30504 days 01:00:00
East Los Angeles,,TRIANGLE,CA,1998-02-01 15:00:00,False,30504 days 15:00:00
Fort Cambell,ORANGE,LIGHT,KY,1998-02-02 19:00:00,False,30505 days 19:00:00
Aurora,,LIGHT,CO,1998-02-02 22:23:00,False,30505 days 22:23:00
Apache Junction,,OTHER,AZ,1998-02-03 02:45:00,False,30506 days 02:45:00
Portage,,SPHERE,MI,1998-02-03 18:50:00,False,30506 days 18:50:00
Memphis,,TRIANGLE,TN,1998-02-05 00:45:00,False,30508 days 00:45:00
Hart,,FIREBALL,MI,1998-02-05 07:11:00,False,30508 days 07:11:00
Gratis,,TRIANGLE,OH,1998-02-05 20:30:00,False,30508 days 20:30:00
Worcester,BLUE,FIREBALL,MA,1998-02-06 00:00:00,False,30509 days 00:00:00
Graham,RED,LIGHT,WA,1998-02-06 02:45:00,False,30509 days 02:45:00
Emporia,,LIGHT,KS,1998-02-06 19:00:00,False,30509 days 19:00:00
Webster,,LIGHT,TX,1998-02-06 19:06:00,False,30509 days 19:06:00
Twenty Nine Palms,,OTHER,CA,1998-02-07 11:00:00,False,30510 days 11:00:00
Moundsville,,LIGHT,WV,1998-02-08 19:20:00,False,30511 days 19:20:00
Austin,,CIRCLE,TX,1998-02-09 00:15:00,False,30512 days 00:15:00
Holland,,LIGHT,MI,1998-02-09 04:00:00,False,30512 days 04:00:00
Grayland,,LIGHT,WA,1998-02-09 21:10:00,False,30512 days 21:10:00
Crescent City,,RECTANGLE,CA,1998-02-09 23:30:00,False,30512 days 23:30:00
Sunnyvale,,OTHER,CA,1998-02-10 00:30:00,False,30513 days 00:30:00
Danbury,,CYLINDER,CT,1998-02-10 20:00:00,False,30513 days 20:00:00
Laguna Niguel,RED,SPHERE,CA,1998-02-10 20:00:00,False,30513 days 20:00:00
Three Points,,,AZ,1998-02-10 20:00:00,False,30513 days 20:00:00
Callicoon,,OVAL,NY,1998-02-10 21:00:00,False,30513 days 21:00:00
Londonderry,GREEN,LIGHT,NH,1998-02-10 21:00:00,False,30513 days 21:00:00
Burdett,,OTHER,NY,1998-02-11 22:15:00,False,30514 days 22:15:00
Shelby County airport,,CIGAR,AL,1998-02-12 12:35:00,False,30515 days 12:35:00
Merritt Parkway,,LIGHT,CT,1998-02-12 17:10:00,False,30515 days 17:10:00
Snohomish,,OVAL,WA,1998-02-12 18:20:00,False,30515 days 18:20:00
Sharon,RED,VARIOUS,PA,1998-02-12 22:15:00,False,30515 days 22:15:00
Crestone,,LIGHT,CO,1998-02-13 20:00:00,False,30516 days 20:00:00
Oceanside,,CHEVRON,CA,1998-02-14 05:00:00,False,30517 days 05:00:00
Rocky Mount,,DISK,NC,1998-02-14 10:45:00,False,30517 days 10:45:00
Glen Burnie,,OVAL,MD,1998-02-14 22:50:00,False,30517 days 22:50:00
San Jose,,CIGAR,CA,1998-02-15 08:00:00,False,30518 days 08:00:00
Yakima,,VARIOUS,WA,1998-02-15 12:00:00,False,30518 days 12:00:00
Duluth,,FLASH,MN,1998-02-15 19:30:00,False,30518 days 19:30:00
Fort Lewis,,,WA,1998-02-15 23:00:00,False,30518 days 23:00:00
Blackfoot,,FLASH,ID,1998-02-15 23:30:00,False,30518 days 23:30:00
Toledo,,OTHER,OH,1998-02-15 23:35:00,False,30518 days 23:35:00
Auburn,,FIREBALL,WA,1998-02-16 18:52:00,False,30519 days 18:52:00
Moreno Valley,,SPHERE,CA,1998-02-17 16:00:00,False,30520 days 16:00:00
Mobile,,CIRCLE,AL,1998-02-18 21:30:00,False,30521 days 21:30:00
Orlando,,TRIANGLE,FL,1998-02-18 23:00:00,False,30521 days 23:00:00
Amherst,YELLOW,TRIANGLE,VA,1998-02-19 00:01:00,False,30522 days 00:01:00
Fairfax,RED,TRIANGLE,VA,1998-02-19 19:05:00,False,30522 days 19:05:00
Fairfield,,DISK,CA,1998-02-20 11:30:00,False,30523 days 11:30:00
Kerrville,,VARIOUS,TX,1998-02-20 19:00:00,False,30523 days 19:00:00
Kalispell,ORANGE,LIGHT,MT,1998-02-20 20:30:00,False,30523 days 20:30:00
Columbus,,TRIANGLE,OH,1998-02-20 22:57:00,False,30523 days 22:57:00
Nokomis,,SPHERE,FL,1998-02-21 11:30:00,False,30524 days 11:30:00
Tappahannock,,CIRCLE,VA,1998-02-21 17:50:00,False,30524 days 17:50:00
Halifax,ORANGE,CIRCLE,NC,1998-02-21 20:00:00,False,30524 days 20:00:00
Ossipee,,LIGHT,NH,1998-02-23 05:30:00,False,30526 days 05:30:00
Wyoming,,VARIOUS,MI,1998-02-23 07:30:00,False,30526 days 07:30:00
McAlester,YELLOW,EGG,OK,1998-02-23 20:33:00,False,30526 days 20:33:00
Houston,ORANGE,CIGAR,TX,1998-02-24 17:00:00,False,30527 days 17:00:00
Licking,ORANGE,LIGHT,MO,1998-02-24 23:00:00,False,30527 days 23:00:00
Phoenix,,LIGHT,AZ,1998-02-25 03:00:00,False,30528 days 03:00:00
Stouthill,,CYLINDER,TN,1998-02-25 05:45:00,False,30528 days 05:45:00
Harrisburg,ORANGE YELLOW,CIGAR,PA,1998-02-25 11:25:00,False,30528 days 11:25:00
Nashville,BLUE,FIREBALL,TN,1998-02-25 20:00:00,False,30528 days 20:00:00
Ontario,ORANGE,DISK,NY,1998-02-26 19:09:00,False,30529 days 19:09:00
Colorado Springs,BLUE,FIREBALL,CO,1998-02-26 20:30:00,False,30529 days 20:30:00
Tallahassee,,TRIANGLE,FL,1998-02-26 22:30:00,False,30529 days 22:30:00
Chandler,,,AZ,1998-02-27 18:30:00,False,30530 days 18:30:00
Hesperia,BLUE,FIREBALL,CA,1998-02-27 19:35:00,False,30530 days 19:35:00
Morganton,,LIGHT,NC,1998-02-27 21:00:00,False,30530 days 21:00:00
Bellville,RED GREEN,CIRCLE,OH,1998-02-27 22:00:00,False,30530 days 22:00:00
Bangor,,FLASH,ME,1998-02-27 22:10:00,False,30530 days 22:10:00
Vancouver,,CIRCLE,WA,1998-02-27 22:30:00,False,30530 days 22:30:00
North Highlands,,LIGHT,CA,1998-02-28 19:15:00,False,30531 days 19:15:00
Columbus,,,OH,1998-02-28 23:30:00,False,30531 days 23:30:00
Lodi,,FIREBALL,WI,1998-03-01 02:20:00,False,30532 days 02:20:00
Leesburg,,,GA,1998-03-01 03:00:00,False,30532 days 03:00:00
Windham,,FORMATION,NY,1998-03-01 19:00:00,False,30532 days 19:00:00
New Albany,,LIGHT,IN,1998-03-01 22:00:00,False,30532 days 22:00:00
Flagstaff,,LIGHT,AZ,1998-03-03 20:00:00,False,30534 days 20:00:00
Houston,,SPHERE,TX,1998-03-03 20:00:00,False,30534 days 20:00:00
Goleta,,CIRCLE,CA,1998-03-05 10:00:00,False,30536 days 10:00:00
Spanish Fork,,TRIANGLE,UT,1998-03-05 16:00:00,False,30536 days 16:00:00
Norfolk,GREEN,FIREBALL,VA,1998-03-05 19:00:00,False,30536 days 19:00:00
